id,name,mode,source,license_declarada,conteudo_local_no_pacote,modo_de_distribuicao,verificacao_juridica,observacao
rais_novo_caged,Emprego formal — RAIS e Novo Caged,external,"Ministério do Trabalho e Emprego/PDET. Estoque e dinâmica do emprego formal, com consultas e microdados por município.",Consultar termos do Ministério do Trabalho e Emprego,não,referência ou importação externa,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
cfem_municipios,Economia mineral — CFEM por município,external,Agência Nacional de Mineração. Arrecadação e distribuição da CFEM por município; painel com série histórica.,Consultar termos da ANM,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
pncp_contratacoes_investimento,Contratações e investimento público — PNCP,external,"Portal Nacional de Contratações Públicas. Contratações, contratos, atas e planos anuais; API aberta sem login para consulta pública.",Consultar termos do PNCP,não,referência ou importação externa,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
sidra_pam_ppm_pevs,"IBGE SIDRA — PAM, PPM e PEVS",external,"IBGE SIDRA. Fonte de atualização para Produção Agrícola Municipal, Pesquisa da Pecuária Municipal e Produção da Extração Vegetal e da Silvicultura.",Consultar termos do IBGE,não,referência ou importação externa,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
vab_agropecuaria_ibge,VAB da agropecuária — último período IBGE,ibgeChoropleth,"IBGE, Produto Interno Bruto dos Municípios. Valor adicionado bruto setorial.",Consultar termos do IBGE,não,"visualização, captura ou download a partir de fonte remota",não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
vab_industria_ibge,VAB da indústria — último período IBGE,ibgeChoropleth,"IBGE, Produto Interno Bruto dos Municípios. Valor adicionado bruto setorial.",Consultar termos do IBGE,não,"visualização, captura ou download a partir de fonte remota",não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
vab_servicos_ibge,VAB dos serviços — último período IBGE,ibgeChoropleth,"IBGE, Produto Interno Bruto dos Municípios. Valor adicionado bruto setorial.",Consultar termos do IBGE,não,"visualização, captura ou download a partir de fonte remota",não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
vab_administracao_publica_ibge,VAB da administração pública — último período IBGE,ibgeChoropleth,"IBGE, Produto Interno Bruto dos Municípios. Valor adicionado bruto setorial.",Consultar termos do IBGE,não,"visualização, captura ou download a partir de fonte remota",não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
cadastur_hospedagem,Meios de hospedagem — Cadastur oficial por município,ckan,"Ministério do Turismo. Cadastur, conjunto de meios de hospedagem. Os registros são agregados por município para evitar exposição desnecessária de dados cadastrais individuais.","Open Database License, ODbL, conforme catálogo do Ministério do Turismo.",sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
cadastur_alimentacao,"Restaurantes, cafeterias e bares — Cadastur oficial por município",ckan,"Ministério do Turismo. Cadastur, conjunto Restaurantes, Cafeterias e Bares. O Atlas agrega os registros por município e não redistribui dados cadastrais individuais.","Open Data Commons Open Database License, ODbL, conforme catálogo do Ministério do Turismo.",não,"visualização, captura ou download a partir de fonte remota",não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
cadastur_agencias_guias,"Cadastur oficial — agências, guias e transportadoras por município",ckan,"Ministério do Turismo. Cadastur, agências, guias e transportadoras. Dados agregados por município e categoria; nomes, CPF, telefone, e-mail e endereços individuais não são publicados pelo atlas.","Open Database License, ODbL, conforme catálogo do Ministério do Turismo.",sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
centros_atendimento_turista,Centros e pontos de atendimento ao turista — FUNDTUR MS · corte 09/08/2026,embedded,FUNDTUR MS. Relação institucional de Centros de Atendimento ao Turista e pontos de atendimento publicada na página Informações Turísticas. A geometria do Atlas usa a sede municipal como referência e não a posição exata do equipamento.,Consultar termos de uso do Governo de Mato Grosso do Sul para a fonte institucional. A compilação autoral e a geometria representativa seguem os termos do projeto.,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
turismo_rural_comunitario,"Referências cartográficas preliminares — Turismo rural, comunitário e propriedades de visitação",overpass,"Fundtur MS, Cadastur e inventários municipais Geometria capturada no OpenStreetMap e sujeita a validação institucional. Os resultados são pontos representativos do OpenStreetMap e não equivalem ao cadastro institucional.",ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
regioes_municipios_turisticos,Regiões e municípios do Mapa do Turismo Brasileiro,external,"Ministério do Turismo, Programa de Regionalização do Turismo",ODbL conforme catálogo de dados abertos do Ministério do Turismo,não,referência ou importação externa,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
ferrovias_operacao,Ferrovias concedidas em operação,arcgis,ANTT e Infra S.A.,Consultar licença ou termos da instituição responsável,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
terminais_ferroviarios,Terminais e pátios ferroviários,arcgis,Infra S.A. e ANTT,Consultar licença ou termos da instituição responsável,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
instalacoes_portuarias,"Portos, terminais e instalações portuárias",arcgis,ANTAQ e Infra S.A.,Consultar licença ou termos da instituição responsável,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
hidrovia_paraguai_ven_antaq,Hidrovia do Paraguai e vias economicamente navegadas — ANTAQ,officialzip,"ANTAQ. Vias Interiores Economicamente Navegadas, VEN 2022, com recorte espacial de Mato Grosso do Sul. Deve ser distinguida do projeto de concessão de 600 km da Hidrovia do Rio Paraguai.",Conteúdo ANTAQ sob CC BY-ND 3.0 conforme portal; preservar atribuição e integridade da fonte.,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
aeroportos_aerodromos,Aeroportos e aeródromos,arcgis,ANAC e Infra S.A.,Consultar licença ou termos da instituição responsável,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
terminais_rodoviarios,Referências cartográficas preliminares — Estações e terminais rodoviários municipais,overpass,Captura espacial OpenStreetMap. Validação operacional pela AGEMS e municípios Os resultados são pontos representativos do OpenStreetMap e não equivalem ao cadastro institucional.,ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
terminais_rodoviarios_fronteiras,"Referências cartográficas preliminares — Pontes, passagens e pontos de fronteira",overpass,"Infra S.A., DNIT e inventários municipais Geometria capturada no OpenStreetMap e sujeita a validação institucional. Os resultados são pontos representativos do OpenStreetMap e não equivalem ao cadastro institucional.",ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
condicao_pavimento,"Condição do pavimento, obras e interrupções",external,DNIT Dados Abertos,Consultar licença ou termos da instituição responsável,não,referência ou importação externa,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
concessoes_rodoviarias,Concessões rodoviárias e operação,arcgis,ANTT e Infra S.A.,Consultar licença ou termos da instituição responsável,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
mapa_solos_ms,Mapa de solos de Mato Grosso do Sul 1:250.000,arcgisMap,IMASUL e PIN MS. Solos de Mato Grosso do Sul na escala 1:250.000,Consultar licença ou termos da instituição responsável,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
mapa_fragilidade_ambiental_zae,Mapa de fragilidade ambiental,external,SEMADESC e Embrapa Solos. Produto do Zoneamento Agroecológico de Mato Grosso do Sul,Consultar licença ou termos da instituição responsável,não,referência ou importação externa,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
mapa_vegetacao_original_radam,Mapa de vegetação original RADAM,arcgisMap,PIN MS e IBGE. Mapeamento estadual de vegetação RADAM,Consultar licença ou termos da instituição responsável,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
uso_cobertura_solo,MapBiomas 10.1 — cobertura e uso da terra por município,officialxlsx,"MapBiomas Brasil. Estatísticas municipais da Coleção 10.1, 1985–2024, atualizadas em 19 de fevereiro de 2026. O atlas resume classes selecionadas por município.",Termos de uso MapBiomas e citação obrigatória da Coleção 10.1 e de seu DOI.,não,"visualização, captura ou download a partir de fonte remota",não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
mapa_mudancas_uso_solo,MapBiomas 10.1 — desmatamento e vegetação secundária,officialxlsx,"MapBiomas Brasil. Estatísticas de desmatamento da Coleção 10.1, 1987–2024, atualização de 8 de maio de 2026. O nível territorial disponível na planilha é preservado nos atributos.",Termos de uso MapBiomas e citação obrigatória da Coleção 10.1.,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
mapa_macrozoneamento_zae,Macrozoneamento de solos e apoio ao ZAE,arcgisMap,SEMADESC e PIN MS. Macrozoneamento de solos e água disponível como apoio territorial ao ZAE,Consultar licença ou termos da instituição responsável,não,"visualização, captura ou download a partir de fonte remota",não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
mapa_zoneamento_agroecologico_ms,Zoneamento Agroecológico de Mato Grosso do Sul,external,"SEMADESC e Embrapa Solos. Zonas agroecológicas, aptidões e restrições territoriais",Consultar licença ou termos da instituição responsável,não,referência ou importação externa,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
areas_exploratorias_influencia_cartografica,Áreas exploratórias de influência cartográfica,embedded,Produto exploratório e revisável derivado das propostas metodológicas do projeto de pesquisa,CC BY 4.0 para a compilação e os produtos autorais; manter atribuição e termos das fontes primárias,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
artesanato_producao_tradicional,Referências cartográficas preliminares — Artesanato e produção tradicional,overpass,"Mapa da Cultura, BCR IPHAN e levantamentos comunitários Geometria capturada no OpenStreetMap e sujeita a validação institucional. Os resultados são pontos representativos do OpenStreetMap e não equivalem ao cadastro institucional.",ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
gastronomia_mercados_feiras,"Gastronomia identitária, feiras, mercados e artesanato — referências preliminares",overpass,"Captura espacial OpenStreetMap para feiras, mercados, artesanato e produção local. Deve ser validada por inventários municipais, FUNDTUR MS, Mapa da Cultura e evidência territorial antes de ser tratada como gastronomia identitária.",ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
unidades_saude,Estabelecimentos de saúde ativos — CNES oficial,cnesApi,"Ministério da Saúde, DEMAS, Cadastro Nacional de Estabelecimentos de Saúde — CNES. Captura explícita da API de dados abertos com filtro de Mato Grosso do Sul e status ativo.",API DEMAS publicada como dados abertos. Ver metadados e termos da fonte primária.,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
bombeiros_seguranca,"Referências cartográficas preliminares — Bombeiros, polícia e pontos de segurança",overpass,"CBMMS, SEJUSP e Polícia Civil de Mato Grosso do Sul Geometria capturada no OpenStreetMap e sujeita a validação institucional. Os resultados são pontos representativos do OpenStreetMap e não equivalem ao cadastro institucional.",ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
postos_combustivel_anp,Postos revendedores de combustíveis autorizados — ANP por município,external,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis — ANP. Dados cadastrais de revendedores varejistas de combustíveis automotivos em operação. A camada pública do Atlas agrega registros por município.",Consultar os termos da ANP e do portal gov.br aplicáveis ao arquivo. O Atlas preserva a atribuição e não redistribui CNPJ ou endereço individual nesta síntese.,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
combustivel_oficinas_descanso,Oficinas e áreas de descanso — referências cartográficas preliminares,overpass,OpenStreetMap e levantamentos operacionais. A camada mantém oficinas e áreas de descanso como referências cartográficas preliminares. Postos de combustível são tratados separadamente pela base oficial da ANP.,ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
acessibilidade_servicos,"Referências cartográficas preliminares — Acessibilidade, banheiros, água e serviços ao visitante",overpass,"Cadastur, equipamentos públicos e verificação de campo Geometria capturada no OpenStreetMap e sujeita a validação institucional. Os resultados são pontos representativos do OpenStreetMap e não equivalem ao cadastro institucional.",ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
cobertura_telefonia_movel,"Cobertura de telefonia móvel 2G, 3G, 4G e 5G",external,"Anatel Mosaico SMP. Importação dos SHP oficiais por tecnologia, operadora e intensidade prevista",Consultar licença ou termos da instituição responsável,não,referência ou importação externa,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
indice_exploratorio_disponibilidade_territorial,Índice exploratório de disponibilidade territorial e documental,embedded,Resultado estável v1.7.0 com fórmula e sensibilidade documentadas. Exclui rotas e produtos derivados para evitar circularidade,CC BY 4.0 para a compilação e os produtos autorais; manter atribuição e termos das fontes primárias,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
trechos_itinerarios,Trechos esquemáticos derivados das propostas metodológicas,embedded,Segmentação cartográfica revisável dos 31 desenhos metodológicos do projeto de pesquisa,CC BY 4.0 para a compilação e os produtos autorais; manter atribuição e termos das fontes primárias,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
pre_avaliacao_cartografica_itinerarios,Pré-avaliação cartográfica descritiva dos itinerários,embedded,Produto exploratório e revisável derivado das propostas metodológicas do projeto de pesquisa,CC BY 4.0 para a compilação e os produtos autorais; manter atribuição e termos das fontes primárias,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
mapa_zee_ms,Zoneamento Ecológico Econômico de Mato Grosso do Sul,arcgisMap,IMASUL e PIN MS. ZEE MS disponível no serviço cartográfico estadual,Consultar licença ou termos da instituição responsável,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
vulnerabilidade_territorial_censo_2022,Vulnerabilidade territorial — índice em desenho metodológico,external,"O Censo 2022 fornece indicadores de base. O Atlas não apresenta ainda um índice de vulnerabilidade calculado, para evitar atribuição composta sem método validado.",Dados de base segundo termos do IBGE,não,referência ou importação externa,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
populacao_censo_2022_ms,População municipal — Censo 2022,ibgeChoropleth,"IBGE, Censo Demográfico 2022. População residente por município.",Consultar termos do IBGE,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
corredores_exploratorios_aprofundamento,Eixos exploratórios para aprofundamento,embedded,Produto exploratório e revisável derivado das propostas metodológicas do projeto de pesquisa,CC BY 4.0 para a compilação e os produtos autorais; manter atribuição e termos das fontes primárias,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
riscos_sazonalidade,"Riscos, sazonalidade e restrições operacionais — protocolo de fontes",external,"Defesa Civil de MS, monitoramento ambiental, planos de manejo e validação de campo. Não existe uma única geometria que represente conjuntamente todas essas restrições.",Consultar termos das instituições responsáveis,não,referência ou importação externa,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
risco_fogo_observado_ms,Risco de fogo observado — IMASUL/INPE,external,IMASUL/PIN MS com dados do INPE. Risco de fogo observado em serviço oficial dinâmico.,Consultar termos do PIN MS/IMASUL/INPE,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
estacoes_meteorologicas_inmet_cemaden,Estações meteorológicas e pluviométricas — INMET/CEMADEN,external,PIN MS. Estações meteorológicas INMET e pluviométricas/CEMADEN em serviço oficial.,Consultar termos das instituições responsáveis,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
acessibilidade_rodoviaria_estimada_rotas_base_externa,Acessibilidade rodoviária estimada das rotas com base externa,derived,Cálculo científico sob demanda com OSRM e rede OpenStreetMap para 7 rotas com base institucional ou documental direta e 2 propostas híbridas.,Geometria derivada de OpenStreetMap sob ODbL 1.0; atributos metodológicos autorais sob CC BY 4.0,não,produto derivado pelo código do projeto,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
interacoes_rotas_unidades_conservacao,Interações exploratórias entre rotas e unidades de conservação,derived,Cruzamento geométrico em sessão entre propostas metodológicas de rotas e polígonos CNUC carregados.,CC BY 4.0 para atributos metodológicos; geometrias e atributos de origem mantêm os termos do CNUC,não,produto derivado pelo código do projeto,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
cavidades_proximas_rotas_estudo,Cavidades próximas às rotas em estudo,derived,Cálculo em sessão da menor distância entre cavidades CANIE e os traçados esquemáticos das rotas. Limiar exploratório de 50 km.,CC BY 4.0 para atributos metodológicos; dados CANIE mantêm atribuição e limitações da fonte,não,produto derivado pelo código do projeto,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
cavidades_em_unidades_conservacao,Cavidades registradas em unidades de conservação,derived,Cruzamento pontual em sessão entre cavidades CANIE e polígonos CNUC carregados.,CC BY 4.0 para atributos metodológicos; fontes CNUC e CANIE conservam seus termos,não,produto derivado pelo código do projeto,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
inventario_geocientifico_fase3,Inventário geocientífico consolidado da Fase 3,embedded,Inventário conciliado com 124 unidades espaciais e 42 complexos,CC BY 4.0 para a compilação. Fontes primárias mantêm seus termos,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
ativacao_geocientifica_extensao,"Ativação geocientífica, educação e extensão documentadas",embedded,UFMS e documentação científica da experiência de Rio Verde de Mato Grosso,CC BY 4.0 para a compilação. Fontes originais mantêm seus termos,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
potencial_geocientifico_territorial_250km2,IPG — Potencial geocientífico territorial documentado — 250 km²,embedded,"Resultado estável da Fase 3.2. Fórmula única IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)","CC BY 4.0 para geometria, atributos e metodologia autorais. Fontes primárias mantêm seus termos",sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
limite_operacional_ipg_fase3,Limite operacional de contingência da Fase 3.2,embedded,Envoltória local das 79 sedes municipais e registros usada somente para continuidade operacional offline,CC BY 4.0 para a geometria derivada,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
polos_estruturantes_itinerarios_culturais_250km2,Estruturação cultural documentada para itinerários — 250 km²,derived,PEIC cultural independente das rotas. Inclui como dimensão corrente as 108 festas/celebrações recorrentes; sede municipal é proxy territorial quando não há local mais específico.,"CC BY 4.0 para geometria, atributos e metodologia autorais; fontes de entrada conservam seus termos.",não,produto derivado pelo código do projeto,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
articulacao_itinerarios_peic_rotas_250km2,Articulação territorial de itinerários — PEIC + convergência de rotas — 250 km²,derived,Camada combinada IATI. Integra 70% do PEIC cultural — já alimentado pelo inventário recorrente de 108 celebrações — e 30% da convergência cartográfica das 32 rotas propostas.,"CC BY 4.0 para geometria, atributos e metodologia autorais. Fontes primárias mantêm seus termos",não,produto derivado pelo código do projeto,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
iat_rodovias_estaduais_pavimentadas,Fonte IAT — rodovias estaduais pavimentadas e duplicadas,arcgis,"AGESUL/PIN MS — SRE_2024, camada vetorial pública disponível no serviço estadual",não declarada na configuração,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
isa_uc_ms,Fonte ISA — mosaico de unidades de conservação,arcgis,IMASUL/PIN MS — Mosaico_UCs_MS,não declarada na configuração,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
isa_za_ms,Fonte ISA — zonas de amortecimento,arcgis,IMASUL/PIN MS — ZA_MS,não declarada na configuração,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
isa_corredores_ecologicos,Fonte ISA — corredores ecológicos,arcgis,IMASUL/PIN MS — corredores_ecologicos,não declarada na configuração,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
isa_uso_restrito,Fonte ISA — áreas de uso restrito,arcgis,IMASUL/PIN MS — Areas_Uso_Restrito_Decreto_Normativo_15661,não declarada na configuração,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
isa_aur_pantanal,Fonte ISA — área de uso restrito do Pantanal,arcgis,IMASUL/PIN MS — AUR_Pantanal_LEI_6160_DE_18122023,não declarada na configuração,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
iat_acessibilidade_territorial_250km2,IAT — Acessibilidade territorial — 250 km²,derived,"IAT-01 operacional. Índice de acessibilidade territorial independente do IPG geocientífico. Usa rodovias, estradas vicinais, sedes municipais, aeroportos e ferrovias.",não declarada na configuração,não,produto derivado pelo código do projeto,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
isa_sensibilidade_ambiental_250km2,ISA — Sensibilidade ambiental — 250 km²,derived,"ISA-01 operacional. UCs, zonas de amortecimento, corredores ecológicos e áreas de uso restrito oficiais.",não declarada na configuração,não,produto derivado pelo código do projeto,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
ict_capacidade_turistica_250km2,ICT — Capacidade de acolhimento e serviços ao visitante — 250 km²,derived,"ICT em revisão metodológica antes da materialização do corte. A versão ampliada deverá considerar hospedagem, alimentação formal, atendimento ao turista e serviços de apoio com cobertura documentada.",não declarada na configuração,não,produto derivado pelo código do projeto,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
ipae_articulacao_educativa_250km2,IPAE — Potencial de articulação educativa — 250 km²,derived,"IPAE-01 operacional. Escolas, ensino superior, museus e bibliotecas/arquivos, com contagem e proximidade.",não declarada na configuração,não,produto derivado pelo código do projeto,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
icd_cobertura_qualidade_dados_250km2,ICD — Cobertura e qualidade dos dados — 250 km²,derived,"ICD-01 operacional. Completude, atualidade, precisão posicional, completude temática e rastreabilidade dos módulos territoriais.",não declarada na configuração,não,produto derivado pelo código do projeto,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
rotas_prici_maturidade_v1_8_0,Maturidade e alinhamento metodológico PRICI — 32 itinerários,embedded,Base atributiva interna das fichas PRICI; não é exibida como camada linear.,CC BY 4.0 para os atributos metodológicos autorais; Manual e fontes mantêm seus próprios termos,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
maturidade_rotas_hex_250km2_v1_8_0,Maturidade científica das rotas por hexágono — referência PRICI,embedded,Atlas MS. Síntese espacial da maturidade científica interna das 32 rotas sobre a malha de 250 km². Não é pontuação ou certificação PRICI/OEI.,CC BY 4.0 para os atributos metodológicos autorais,sim,cópia local ou produto derivado incluído no pacote,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
indice_cenario_sessao,Cenário temporário calculado com camadas carregadas,derived,Cálculo opcional da sessão. Não altera o índice estável e não incorpora automaticamente as rotas em estudo,CC BY 4.0 para os produtos autorais do projeto,não,produto derivado pelo código do projeto,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
dados_usuario,Dados importados pelo usuário,import,"Arquivo fornecido pelo usuário. O atlas não valida conteúdo, licença ou precisão",Responsabilidade do usuário,não,referência externa,não verificada juridicamente neste release,A licença declarada e a proveniência devem ser conferidas na fonte primária antes de redistribuição externa.
