id,name,group,mode,kind,local_file,records,no_geometry,outside_r5,bad_geometry,dataStatus,source_id
iat_rodovias_estaduais_pavimentadas,Fonte IAT — rodovias estaduais pavimentadas e duplicadas,analise,arcgis,local-vector,dados/materializados/2026_08_10/iat_rodovias_estaduais_pavimentadas.js,693,0,0,0,capturável sob demanda,SRC-1b134b3f3f71bc12
isa_uc_ms,Fonte ISA — mosaico de unidades de conservação,analise,arcgis,local-vector,dados/materializados/2026_08_10/isa_uc_ms.js,132,0,0,0,capturável sob demanda,SRC-c7301a2ce0538e2b
isa_za_ms,Fonte ISA — zonas de amortecimento,analise,arcgis,local-vector,dados/materializados/2026_08_10/isa_za_ms.js,15,0,0,0,capturável sob demanda,SRC-db81127278bb73d8
isa_corredores_ecologicos,Fonte ISA — corredores ecológicos,analise,arcgis,local-vector,dados/materializados/2026_08_10/isa_corredores_ecologicos.js,4,0,0,0,capturável sob demanda,SRC-13eff4ac9ce7e8c3
isa_uso_restrito,Fonte ISA — áreas de uso restrito,analise,arcgis,local-vector,dados/materializados/2026_08_10/isa_uso_restrito.js,4,0,0,0,capturável sob demanda,SRC-41c550f700110ab7
isa_aur_pantanal,Fonte ISA — área de uso restrito do Pantanal,analise,arcgis,local-vector,dados/materializados/2026_08_10/isa_aur_pantanal.js,2,0,1,0,capturável sob demanda,SRC-6979b6b2f1c82890
iat_acessibilidade_territorial_250km2,IAT — Acessibilidade territorial — 250 km²,analise,derived,local-precomputed,dados/precalculados/iat_250km2.geojson,1554,,,,calculável sob demanda com fontes oficiais,SRC-c73e84131a05e4b1
isa_sensibilidade_ambiental_250km2,ISA — Sensibilidade ambiental — 250 km²,analise,derived,local-precomputed,dados/precalculados/isa_250km2.geojson,1554,,,,calculável sob demanda com fontes oficiais,SRC-a2b751df77efebfa
ict_capacidade_turistica_250km2,ICT — Capacidade de acolhimento e serviços ao visitante — 250 km²,analise,derived,local-precomputed,dados/precalculados/ict_250km2.geojson,1554,,,,corte fechado preferencial · 50% hospedagem formal e 50% serviços Cadastur,SRC-dc2551760cb54c00
ipae_articulacao_educativa_250km2,IPAE — Potencial de articulação educativa — 250 km²,analise,derived,local-precomputed,dados/precalculados/ipae_250km2.geojson,1554,,,,calculável sob demanda,SRC-058f49e8314f09ca
icd_cobertura_qualidade_dados_250km2,ICD — Cobertura e qualidade dos dados — 250 km²,analise,derived,local-precomputed,dados/precalculados/icd_250km2.geojson,1554,,,,calculável após os demais índices,SRC-0388dc2e25b8fee7
rotas_prici_maturidade_v1_8_0,Maturidade e alinhamento metodológico PRICI — 32 itinerários,analise,embedded,local-vector,dados/rotas_prici_maturidade_v1_8_0.js,32,0,0,0,incorporada no pacote,SRC-772ffec35353041a
maturidade_rotas_hex_250km2_v1_8_0,Maturidade científica das rotas por hexágono — referência PRICI,analise,embedded,local-vector,dados/maturidade_rotas_hex_250km2_v1_8_0.js,575,0,5,0,produto analítico legado 09/08 preservado para referência; IDs IPG-* pertencem à grade histórica e são remapeados geometricamente para contexto R5 nas fichas,SRC-997e95630cad76ee
indice_cenario_sessao,Cenário temporário calculado com camadas carregadas,analise,derived,session-derived,,,,,,calculável na sessão,SRC-1219307bf1670fae
dados_usuario,Dados importados pelo usuário,analise,import,user-import,,,,,,importável pelo usuário,SRC-b0aa798af3c08e87
recorte_poluicao_luminosa_ms_referencia_usuario,Radiância noturna 2016 · NASA Black Marble · captura 09/08/2026,ceunoturno,xyzTile,local-raster,dados/materializados/2026_08_10/recorte_poluicao_luminosa_ms_referencia_usuario.png,raster,,,,captura fixa de referência 2016,SRC-NASA-BM-MS-2016-CAP-20260809
nasa_black_marble_2016,Mapa fixo de referência 2016 — luz artificial noturna (NASA Black Marble),ceunoturno,xyzTile,local-raster,dados/materializados/2026_08_10/nasa_black_marble_2016.png,raster,,,,mapa remoto fixo de referência — compósito anual 2016,SRC-0f096409877d83ea
skyglow_falchi_2016,Skyglow · World Atlas 2016 · captura 09/08/2026,ceunoturno,kmzRemote,local-raster,dados/materializados/2026_08_10/skyglow_falchi_2016.kmz,raster,,,,KMZ integrado sob demanda,SRC-GFZ-FALCHI-2016-CAP-20260809
viirs_eog_v22_2024,Radiância noturna VIIRS 2024 · captura 09/08/2026,ceunoturno,cogRemote,local-raster,dados/materializados/2026_08_10/viirs_eog_v22_2024.png,raster,,,,raster 2024 integrado sob demanda,SRC-EOG-VNL22-2024-CAP-20260809
convergencia_rotas_itinerarios_250km2,dataset auxiliar interno,interno,helper,local-helper,dados/convergencia_rotas_itinerarios_250km2.js,1023,0,83,0,auxiliar,
