index,grupo,tipo_fonte,referencia_apa7,url,acesso,camadas_relacionadas,uso_no_projeto
55,Geodiversidade e patrimônio geológico,Referência APA 7,"Tavares, G. N. D., Boggiani, P. C., Leme, J. M., & Trindade, R. I. F. (2020). The inventory of the geological and paleontological sites in the area of the aspirant Geopark Bodoquena–Pantanal in Brazil. *Geoheritage, 12*, Article 22. https://doi.org/10.1007/s12371-020-00437-8",https://doi.org/10.1007/s12371-020-00437-8,6 ago. 2026,inventario_geocientifico_fase3 | potencial_geocientifico_territorial_250km2,Fonte bibliográfica do grupo Geodiversidade e patrimônio geológico.
56,"Festividades, turismo e inventário cultural",Referência APA 7,"Fundação de Cultura de Mato Grosso do Sul. (2026). *Carnaval 2026, blocos de rua tomam Campo Grande em três finais de semana* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.fundacaodecultura.ms.gov.br/carnaval-2026-blocos-de-rua-tomam-campo-grande-em-tres-finais-de-semana-de-folia-cultura-e-diversidade",https://www.fundacaodecultura.ms.gov.br/carnaval-2026-blocos-de-rua-tomam-campo-grande-em-tres-finais-de-semana-de-folia-cultura-e-diversidade,6 ago. 2026,festividades_inventario_2026 | pontos_interesse_itinerarios,"Fonte bibliográfica do grupo Festividades, turismo e inventário cultural."
57,"Festividades, turismo e inventário cultural",Referência APA 7,"Fundação de Cultura de Mato Grosso do Sul. (2026). *Feijoada de Jorge celebra fé, samba e ancestralidade na Vila Carvalho* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.fundacaodecultura.ms.gov.br/com-apoio-do-grupo-tez-feijoada-de-jorge-celebra-fe-samba-e-ancestralidade-na-vila-carvalho",https://www.fundacaodecultura.ms.gov.br/com-apoio-do-grupo-tez-feijoada-de-jorge-celebra-fe-samba-e-ancestralidade-na-vila-carvalho,6 ago. 2026,festividades_inventario_2026 | pontos_interesse_itinerarios,"Fonte bibliográfica do grupo Festividades, turismo e inventário cultural."
58,"Festividades, turismo e inventário cultural",Referência APA 7,"Prefeitura de Maracaju. (2026). *30ª Festa da Linguiça de Maracaju* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://turismo.maracaju.ms.gov.br/agenda/30-festa-da-linguica-de-maracaju/1098",https://turismo.maracaju.ms.gov.br/agenda/30-festa-da-linguica-de-maracaju/1098,6 ago. 2026,festividades_inventario_2026 | pontos_interesse_itinerarios,"Fonte bibliográfica do grupo Festividades, turismo e inventário cultural."
59,"Festividades, turismo e inventário cultural",Referência APA 7,"Fundação de Cultura de Mato Grosso do Sul. (2026). *Festival América do Sul 2026 transforma Corumbá em palco da integração latino-americana* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.fundacaodecultura.ms.gov.br/festival-america-do-sul-2026-transforma-corumba-em-palco-da-integracao-latino-americana",https://www.fundacaodecultura.ms.gov.br/festival-america-do-sul-2026-transforma-corumba-em-palco-da-integracao-latino-americana,6 ago. 2026,festividades_inventario_2026 | pontos_interesse_itinerarios,"Fonte bibliográfica do grupo Festividades, turismo e inventário cultural."
60,"Festividades, turismo e inventário cultural",Referência APA 7,"Fundação de Turismo de Mato Grosso do Sul. (2026). *III Festival de Inverno de Turismo Rural valoriza experiências autênticas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/iii-festival-de-inverno-de-turismo-rural-valoriza-experiencias-autenticas-na-regiao-turistica-campo-grande-dos-ipes",https://www.turismo.ms.gov.br/iii-festival-de-inverno-de-turismo-rural-valoriza-experiencias-autenticas-na-regiao-turistica-campo-grande-dos-ipes,6 ago. 2026,festividades_inventario_2026 | pontos_interesse_itinerarios,"Fonte bibliográfica do grupo Festividades, turismo e inventário cultural."
61,"Festividades, turismo e inventário cultural",Referência APA 7,Fundação de Cultura de Mato Grosso do Sul. (2026). *Relação de bens materiais e imateriais do Estado de Mato Grosso do Sul* [Documento ou publicação institucional]. https://www.fundacaodecultura.ms.gov.br/wp-content/uploads/2026/05/RELACAO-BENS-MATERIAIS-E-IMATERIAIS-DO-ESTADO-DO-MATO-GROSSO-DO-SUL-atualizado.pdf,https://www.fundacaodecultura.ms.gov.br/wp-content/uploads/2026/05/RELACAO-BENS-MATERIAIS-E-IMATERIAIS-DO-ESTADO-DO-MATO-GROSSO-DO-SUL-atualizado.pdf,6 ago. 2026,festividades_inventario_2026 | pontos_interesse_itinerarios,"Fonte bibliográfica do grupo Festividades, turismo e inventário cultural."
62,"Festividades, turismo e inventário cultural",Referência APA 7,"Fundação de Cultura de Mato Grosso do Sul. (2026). *Festival de Inverno de Bonito 2026 anuncia programação* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.fundacaodecultura.ms.gov.br/festival-de-inverno-de-bonito-2026-anuncia-grandes-shows-nacionais-e-reforca-valorizacao-da-cultura-sul-mato-grossense",https://www.fundacaodecultura.ms.gov.br/festival-de-inverno-de-bonito-2026-anuncia-grandes-shows-nacionais-e-reforca-valorizacao-da-cultura-sul-mato-grossense,6 ago. 2026,festividades_inventario_2026 | pontos_interesse_itinerarios,"Fonte bibliográfica do grupo Festividades, turismo e inventário cultural."
63,"Festividades, turismo e inventário cultural",Referência APA 7,"Feira Central e Turística de Campo Grande. (s.d.). *Festival do Sobá* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://feiracentralcg.com.br/festival-do-soba",https://feiracentralcg.com.br/festival-do-soba,6 ago. 2026,festividades_inventario_2026 | pontos_interesse_itinerarios,"Fonte bibliográfica do grupo Festividades, turismo e inventário cultural."
64,Cartografia de base e bibliotecas,Referência APA 7,"OpenStreetMap contributors. (s.d.). *OpenStreetMap, cartografia de base* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.openstreetmap.org/copyright",https://www.openstreetmap.org/copyright,6 ago. 2026,campus_ensino_superior | patrimonio_estadual_estacoes_ferroviarias | bibliotecas_arquivos | espacos_culturais | centros_visitantes_trilhas | centros_atendimento_turista | turismo_rural_comunitario | terminais_rodoviarios | terminais_rodoviarios_fronteiras | artesanato_producao_tradicional | gastronomia_mercados_feiras | unidades_saude | bombeiros_seguranca | combustivel_oficinas_descanso | acessibilidade_servicos | acessibilidade_rodoviaria_estimada_rotas_base_externa,Fonte bibliográfica do grupo Cartografia de base e bibliotecas.
65,Cartografia de base e bibliotecas,Referência APA 7,"Esri. (s.d.). *World Imagery, serviço de imagens de satélite* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.arcgis.com/home/item.html?id=10df2279f9684e4a9f6a7f08febac2a9",https://www.arcgis.com/home/item.html?id=10df2279f9684e4a9f6a7f08febac2a9,6 ago. 2026,dados_usuario,Fonte bibliográfica do grupo Cartografia de base e bibliotecas.
66,Cartografia de base e bibliotecas,Referência APA 7,"Leaflet. (2023). *Leaflet 1.9.4, biblioteca de mapas interativos* [Documento ou publicação institucional]. https://leafletjs.com",https://leafletjs.com,6 ago. 2026,indice_cenario_sessao | dados_usuario,Fonte bibliográfica do grupo Cartografia de base e bibliotecas.
67,Cartografia de base e bibliotecas,Referência APA 7,"Esri Leaflet. (s.d.). *Esri Leaflet* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://esri.github.io/esri-leaflet",https://esri.github.io/esri-leaflet,6 ago. 2026,assentamentos_rurais_incra | terras_indigenas_poligonos | territorios_quilombolas_poligonos | sitios_arqueologicos_pontos | sitios_arqueologicos_poligonos | unidades_conservacao | cavernas_canie,Fonte bibliográfica do grupo Cartografia de base e bibliotecas.
68,Cartografia de base e bibliotecas,Referência APA 7,"JSZip. (s.d.). *JSZip, manipulação de arquivos ZIP no navegador* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://stuk.github.io/jszip",https://stuk.github.io/jszip,6 ago. 2026,dados_usuario,Fonte bibliográfica do grupo Cartografia de base e bibliotecas.
69,Cartografia de base e bibliotecas,Referência APA 7,"Papa Parse. (s.d.). *Papa Parse, leitura de CSV no navegador* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.papaparse.com",https://www.papaparse.com,6 ago. 2026,indice_cenario_sessao | dados_usuario,Fonte bibliográfica do grupo Cartografia de base e bibliotecas.
70,Cartografia de base e bibliotecas,Referência APA 7,"shpjs. (s.d.). *shpjs, leitura de Shapefile no navegador* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://github.com/calvinmetcalf/shapefile-js",https://github.com/calvinmetcalf/shapefile-js,6 ago. 2026,dados_usuario,Fonte bibliográfica do grupo Cartografia de base e bibliotecas.
71,Cartografia de base e bibliotecas,Referência APA 7,"Google. (2026). *Maps URLs, abertura de vistas de mapa e imagem de satélite* [Documento ou publicação institucional]. https://developers.google.com/maps/documentation/urls/get-started?hl=pt-BR",https://developers.google.com/maps/documentation/urls/get-started?hl=pt-BR,6 ago. 2026,dados_usuario,Fonte bibliográfica do grupo Cartografia de base e bibliotecas.
72,Cartografia de base e bibliotecas,Referência APA 7,"Google. (2026). *Google Earth para Web* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://earth.google.com/web",https://earth.google.com/web,6 ago. 2026,dados_usuario,Fonte bibliográfica do grupo Cartografia de base e bibliotecas.
73,Cartografia de base e bibliotecas,Referência APA 7,"Esri. (2026). *World Topographic Map, World Street Map e Light Gray Canvas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://services.arcgisonline.com/ArcGIS/rest/services",https://services.arcgisonline.com/ArcGIS/rest/services,6 ago. 2026,dados_usuario,Fonte bibliográfica do grupo Cartografia de base e bibliotecas.
74,Cartografia de base e bibliotecas,Referência APA 7,"Google. (2026). *Maps JavaScript API* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://developers.google.com/maps/documentation/javascript/overview",https://developers.google.com/maps/documentation/javascript/overview,6 ago. 2026,dados_usuario,Fonte bibliográfica do grupo Cartografia de base e bibliotecas.
75,Patrimônio material e equipamentos culturais,Referência APA 7,"Instituto do Patrimônio Histórico e Artístico Nacional. (s.d.). *Bens Tombados, patrimônio material protegido pelo IPHAN* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/iphan/pt-br/patrimonio-cultural/patrimonio-material/bens-tombados",https://www.gov.br/iphan/pt-br/patrimonio-cultural/patrimonio-material/bens-tombados,6 ago. 2026,patrimonio_material_tombado,Fonte bibliográfica do grupo Patrimônio material e equipamentos culturais.
76,Patrimônio material e equipamentos culturais,Referência APA 7,"Instituto do Patrimônio Histórico e Artístico Nacional. (s.d.). *Patrimônio Material em Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://portal.iphan.gov.br/pagina/detalhes/626",https://portal.iphan.gov.br/pagina/detalhes/626,6 ago. 2026,patrimonio_material_tombado,Fonte bibliográfica do grupo Patrimônio material e equipamentos culturais.
77,Patrimônio material e equipamentos culturais,Referência APA 7,"Instituto Brasileiro de Museus. (2026). *MuseusBr, Cadastro Nacional de Museus* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://cadastro.museus.gov.br",https://cadastro.museus.gov.br,6 ago. 2026,museus_pontos_memoria,Fonte bibliográfica do grupo Patrimônio material e equipamentos culturais.
78,Patrimônio material e equipamentos culturais,Referência APA 7,"Ministério da Cultura. (s.d.). *Mapa da Cultura, conjunto de dados e documentação da API* [Conjunto de dados]. Recuperado em 6 de agosto de 2026, de https://dados.cultura.gov.br/dataset/mapa-da-cultura",https://dados.cultura.gov.br/dataset/mapa-da-cultura,6 ago. 2026,espacos_culturais | artesanato_producao_tradicional,Fonte bibliográfica do grupo Patrimônio material e equipamentos culturais.
79,Natureza protegida e cavernas,Referência APA 7,"Instituto Chico Mendes de Conservação da Biodiversidade. (2026). *Dados geoespaciais do ICMBio* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/icmbio/pt-br/dados-icmbio/dados_geoespaciais",https://www.gov.br/icmbio/pt-br/dados-icmbio/dados_geoespaciais,6 ago. 2026,unidades_conservacao | parque_nacional_serra_bodoquena | cavernas_canie,Fonte bibliográfica do grupo Natureza protegida e cavernas.
80,Natureza protegida e cavernas,Referência APA 7,"Ministério do Meio Ambiente e IBAMA. (2026). *CNUC, polígonos de unidades de conservação no PAMGIA* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_unidades_conserva%C3%A7%C3%A3o_mma_a/FeatureServer/0",https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_unidades_conserva%C3%A7%C3%A3o_mma_a/FeatureServer/0,6 ago. 2026,unidades_conservacao | parque_nacional_serra_bodoquena,Fonte bibliográfica do grupo Natureza protegida e cavernas.
81,Natureza protegida e cavernas,Referência APA 7,"ICMBio e CECAV. (2026). *Cadastro Nacional de Informações Espeleológicas, CANIE* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/icmbio/pt-br/assuntos/centros-de-pesquisa/cavernas/cadastro-nacional-de-informacoes-espeleologicas/canie",https://www.gov.br/icmbio/pt-br/assuntos/centros-de-pesquisa/cavernas/cadastro-nacional-de-informacoes-espeleologicas/canie,6 ago. 2026,cavernas_canie,Fonte bibliográfica do grupo Natureza protegida e cavernas.
82,Turismo e economia cultural,Referência APA 7,"Ministério do Turismo. (2026). *Conjuntos de dados do Cadastur* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.turismo.gov.br/dataset/?tags=Cadastur",https://dados.turismo.gov.br/dataset/?tags=Cadastur,6 ago. 2026,cadastur_hospedagem | cadastur_agencias_guias,Fonte bibliográfica do grupo Turismo e economia cultural.
83,Turismo e economia cultural,Referência APA 7,"Ministério do Turismo. (2026). *API Cadastur, catálogo Conecta gov.br* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos/swagger.json/swagger_view",https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos/swagger.json/swagger_view,6 ago. 2026,cadastur_hospedagem | cadastur_agencias_guias,Fonte bibliográfica do grupo Turismo e economia cultural.
84,Turismo e economia cultural,Referência APA 7,"Fundação de Turismo de Mato Grosso do Sul. (2026). *Informações ao turista e centros de atendimento* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/tourist-information",https://www.turismo.ms.gov.br/tourist-information,6 ago. 2026,centros_atendimento_turista,Fonte bibliográfica do grupo Turismo e economia cultural.
85,Mobilidade multimodal,Referência APA 7,"Infra S.A. e ANTT. (2026). *Ferrovias concedidas em operação, serviço geoespacial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geo.infrasa.gov.br/server/rest/services/Ferrovias_Concedidas_em_opera%C3%A7%C3%A3o/FeatureServer",https://geo.infrasa.gov.br/server/rest/services/Ferrovias_Concedidas_em_opera%C3%A7%C3%A3o/FeatureServer,6 ago. 2026,ferrovias_operacao,Fonte bibliográfica do grupo Mobilidade multimodal.
86,Mobilidade multimodal,Referência APA 7,"Infra S.A. e ANTAQ. (2026). *Terminais e instalações portuárias, serviço geoespacial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geo.infrasa.gov.br/server/rest/services/Terminais_Portu%C3%A1rias/FeatureServer",https://geo.infrasa.gov.br/server/rest/services/Terminais_Portu%C3%A1rias/FeatureServer,6 ago. 2026,terminais_ferroviarios | instalacoes_portuarias,Fonte bibliográfica do grupo Mobilidade multimodal.
87,Mobilidade multimodal,Referência APA 7,"Infra S.A. e ANAC. (2026). *Aeroportos, serviço geoespacial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geo.infrasa.gov.br/server/rest/services/Aeroportos/FeatureServer",https://geo.infrasa.gov.br/server/rest/services/Aeroportos/FeatureServer,6 ago. 2026,aeroportos_aerodromos,Fonte bibliográfica do grupo Mobilidade multimodal.
88,Mobilidade multimodal,Referência APA 7,"Departamento Nacional de Infraestrutura de Transportes. (2026). *Conjuntos de dados abertos, condições do pavimento e obras* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/dnit/pt-br/acesso-a-informacao/dados-abertos/conjuntos-de-dados",https://www.gov.br/dnit/pt-br/acesso-a-informacao/dados-abertos/conjuntos-de-dados,6 ago. 2026,condicao_pavimento,Fonte bibliográfica do grupo Mobilidade multimodal.
89,Mobilidade multimodal,Referência APA 7,"Infra S.A. (2026). *Geoportal do Observatório Nacional de Transporte e Logística* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://geoportal.infrasa.gov.br/ontl",https://geoportal.infrasa.gov.br/ontl,6 ago. 2026,ferrovias_operacao | terminais_ferroviarios | instalacoes_portuarias | aeroportos_aerodromos | terminais_rodoviarios_fronteiras | concessoes_rodoviarias,Fonte bibliográfica do grupo Mobilidade multimodal.
90,Paisagem e produção tradicional,Referência APA 7,"MapBiomas Brasil. (2026). *Coleção 10, uso e cobertura da terra de 1985 a 2024* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://brasil.mapbiomas.org/colecoes-mapbiomas",https://brasil.mapbiomas.org/colecoes-mapbiomas,6 ago. 2026,uso_cobertura_solo | mapa_mudancas_uso_solo,Fonte bibliográfica do grupo Paisagem e produção tradicional.
91,Paisagem e produção tradicional,Referência APA 7,MapBiomas Brasil. (2026). *Downloads de mapas e camadas* [Documento ou publicação institucional]. https://brasil.mapbiomas.org/downloads,https://brasil.mapbiomas.org/downloads,6 ago. 2026,uso_cobertura_solo | mapa_mudancas_uso_solo,Fonte bibliográfica do grupo Paisagem e produção tradicional.
92,"Apoio, segurança e saúde",Referência APA 7,"Ministério da Saúde e DATASUS. (2026). *CNES, estabelecimentos de saúde* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://datasus.saude.gov.br/cnes-estabelecimentos",https://datasus.saude.gov.br/cnes-estabelecimentos,6 ago. 2026,unidades_saude,"Fonte bibliográfica do grupo Apoio, segurança e saúde."
93,"Apoio, segurança e saúde",Referência APA 7,"Governo de Mato Grosso do Sul. (2024). *Decreto nº 16.448, estrutura operacional do Corpo de Bombeiros Militar* [Documento ou publicação institucional]. https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/5e7ddd6a7dc5185f04258b3300417537",https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/5e7ddd6a7dc5185f04258b3300417537,6 ago. 2026,bombeiros_seguranca,"Fonte bibliográfica do grupo Apoio, segurança e saúde."
94,"Apoio, segurança e saúde",Referência APA 7,"Polícia Civil de Mato Grosso do Sul. (2026). *Portal institucional e unidades de atendimento* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.pc.ms.gov.br",https://www.pc.ms.gov.br,6 ago. 2026,bombeiros_seguranca,"Fonte bibliográfica do grupo Apoio, segurança e saúde."
95,Metodologia analítica do projeto,Referência APA 7,"Busón Buesa, C., Zamberlan, C. O., & Centenaro, M. (2026). *Índice exploratório de disponibilidade territorial e documental* (Versão metodológica 1.6.0) [Documento metodológico do projeto]. METODOLOGIA_E_GOVERNANCA.md",,6 ago. 2026,indice_exploratorio_disponibilidade_territorial,Fonte bibliográfica do grupo Metodologia analítica do projeto.
96,Educação superior e pesquisa,Referência APA 7,"Ministério da Educação. (2026). *e-MEC, consulta de instituições e cursos de educação superior* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://emec.mec.gov.br",https://emec.mec.gov.br,6 ago. 2026,campus_ensino_superior,Fonte bibliográfica do grupo Educação superior e pesquisa.
97,Educação superior e pesquisa,Referência APA 7,"Universidade Federal de Mato Grosso do Sul. (2026). *Câmpus da UFMS* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.ufms.br/universidade/campus-ufms",https://www.ufms.br/universidade/campus-ufms,6 ago. 2026,campus_ensino_superior,Fonte bibliográfica do grupo Educação superior e pesquisa.
98,Educação superior e pesquisa,Referência APA 7,"Universidade Estadual de Mato Grosso do Sul. (2026). *Unidades universitárias e polos* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.uems.br/cidades",https://www.uems.br/cidades,6 ago. 2026,campus_ensino_superior,Fonte bibliográfica do grupo Educação superior e pesquisa.
99,Educação superior e pesquisa,Referência APA 7,"Universidade Federal da Grande Dourados. (2026). *Portal institucional da UFGD* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.ufgd.edu.br",https://www.ufgd.edu.br,6 ago. 2026,campus_ensino_superior,Fonte bibliográfica do grupo Educação superior e pesquisa.
100,Educação superior e pesquisa,Referência APA 7,"Instituto Federal de Mato Grosso do Sul. (2026). *Campi do IFMS* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.ifms.edu.br/campi",https://www.ifms.edu.br/campi,6 ago. 2026,campus_ensino_superior,Fonte bibliográfica do grupo Educação superior e pesquisa.
101,Museus e memória,Referência APA 7,"Instituto Brasileiro de Museus. (2026). *MuseusBr, registros com endereço em Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://cadastro.museus.gov.br/uf-endereco/ms",https://cadastro.museus.gov.br/uf-endereco/ms,6 ago. 2026,museus_pontos_memoria,Fonte bibliográfica do grupo Museus e memória.
102,Museus e memória,Referência APA 7,"Instituto Brasileiro de Museus. (2026). *Cadastro Nacional de Museus* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/museus/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/cadastro-nacional-de-museus",https://www.gov.br/museus/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/cadastro-nacional-de-museus,6 ago. 2026,museus_pontos_memoria,Fonte bibliográfica do grupo Museus e memória.
103,Museus e memória,Referência APA 7,MuseusBr. (2025). *Manual de uso e exportação de dados da Plataforma MuseusBr* [Documento ou publicação institucional]. https://cadastro.museus.gov.br/manual-de-uso-da-plataforma-museusbr,https://cadastro.museus.gov.br/manual-de-uso-da-plataforma-museusbr,6 ago. 2026,museus_pontos_memoria,Fonte bibliográfica do grupo Museus e memória.
104,Bibliotecas e arquivos,Referência APA 7,"Ministério da Cultura. (2026). *PNLD nas bibliotecas de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/pnld-bibliotecas/pnld-mato-grosso-do-sul",https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/pnld-bibliotecas/pnld-mato-grosso-do-sul,6 ago. 2026,bibliotecas_arquivos,Fonte bibliográfica do grupo Bibliotecas e arquivos.
105,Bibliotecas e arquivos,Referência APA 7,"Ministério da Cultura. (2026). *Sistema Estadual de Bibliotecas de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/teste01/sistemas-estaduais-1/sistema-estadual-de-bibliotecas-de-mato-grosso-do-sul",https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/teste01/sistemas-estaduais-1/sistema-estadual-de-bibliotecas-de-mato-grosso-do-sul,6 ago. 2026,bibliotecas_arquivos,Fonte bibliográfica do grupo Bibliotecas e arquivos.
106,Mobilidade rodoviária,Referência APA 7,"AGEMS. (2026). *Transporte rodoviário intermunicipal de passageiros* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.agems.ms.gov.br/informativo/transporte-rodoviario-intermunicipal",https://www.agems.ms.gov.br/informativo/transporte-rodoviario-intermunicipal,6 ago. 2026,terminais_rodoviarios,Fonte bibliográfica do grupo Mobilidade rodoviária.
107,Turismo e atendimento,Referência APA 7,"Fundação de Turismo de Mato Grosso do Sul. (2026). *Informações turísticas e Centros de Atendimento ao Turista* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/informacoes-turisticas",https://www.turismo.ms.gov.br/informacoes-turisticas,6 ago. 2026,centros_atendimento_turista,Fonte bibliográfica do grupo Turismo e atendimento.
108,Conectividade,Referência APA 7,"Anatel. (2026). *Mosaico SMP, mapas e arquivos de cobertura móvel* [Documento ou publicação institucional]. https://dados.gov.br/dados/conjuntos-dados/cobertura_movel",https://dados.gov.br/dados/conjuntos-dados/cobertura_movel,6 ago. 2026,cobertura_telefonia_movel,Fonte bibliográfica do grupo Conectividade.
109,Cartografia colaborativa,Referência APA 7,"OpenStreetMap contributors. (2026). *OpenStreetMap e Overpass API* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.openstreetmap.org",https://www.openstreetmap.org,6 ago. 2026,campus_ensino_superior | patrimonio_estadual_estacoes_ferroviarias | bibliotecas_arquivos | espacos_culturais | centros_visitantes_trilhas | centros_atendimento_turista | turismo_rural_comunitario | terminais_rodoviarios | terminais_rodoviarios_fronteiras | artesanato_producao_tradicional | gastronomia_mercados_feiras | unidades_saude | bombeiros_seguranca | combustivel_oficinas_descanso | acessibilidade_servicos | acessibilidade_rodoviaria_estimada_rotas_base_externa,Fonte bibliográfica do grupo Cartografia colaborativa.
110,Terras indígenas,Referência APA 7,"Fundação Nacional dos Povos Indígenas, FUNAI. (2026). *Terras Indígenas, dados geoespaciais e mapas* [Documento ou publicação institucional]. https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas",https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas,6 ago. 2026,terras_indigenas_poligonos,Fonte bibliográfica do grupo Terras indígenas.
111,Terras indígenas,Referência APA 7,"PAMGIA IBAMA e FUNAI. (2026). *Terra Indígena, camada vetorial FUNAI* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/lim_terra_indigena_a/FeatureServer/12",https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/lim_terra_indigena_a/FeatureServer/12,6 ago. 2026,terras_indigenas_poligonos,Fonte bibliográfica do grupo Terras indígenas.
112,Territórios quilombolas,Referência APA 7,"INCRA. (2026). *Regularização de territórios quilombolas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/incra/pt-br/assuntos/governanca-fundiaria/quilombolas",https://www.gov.br/incra/pt-br/assuntos/governanca-fundiaria/quilombolas,6 ago. 2026,territorios_quilombolas_poligonos,Fonte bibliográfica do grupo Territórios quilombolas.
113,Territórios quilombolas,Referência APA 7,"PAMGIA IBAMA e INCRA. (2026). *Territórios quilombolas, camada vetorial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_quilombos_incra_a/FeatureServer/0",https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_quilombos_incra_a/FeatureServer/0,6 ago. 2026,territorios_quilombolas_poligonos,Fonte bibliográfica do grupo Territórios quilombolas.
114,Assentamentos rurais,Referência APA 7,"INCRA. (2026). *Assentamentos, relação de projetos criados e reconhecidos* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/incra/pt-br/assuntos/reforma-agraria/assentamentos-relacao-de-projetos",https://www.gov.br/incra/pt-br/assuntos/reforma-agraria/assentamentos-relacao-de-projetos,6 ago. 2026,assentamentos_rurais_incra,Fonte bibliográfica do grupo Assentamentos rurais.
